name,ticker,country,benchmark_index,ISO_alpha3_codes
Credit Corp Grp,CCP.AX,AUSTRALIA,S&P/ASX 200,AUS
Cromwell Prop,CMW.AX,AUSTRALIA,S&P/ASX 200,AUS
Crown Resorts,CWN.AX,AUSTRALIA,S&P/ASX 200,AUS
CSL,CSL.AX,AUSTRALIA,S&P/ASX 200,AUS
CSR,CSR.AX,AUSTRALIA,S&P/ASX 200,AUS
Cybg,CYB.AX,AUSTRALIA,S&P/ASX 200,AUS
DEXUS,DXS.AX,AUSTRALIA,S&P/ASX 200,AUS
Domain Hldgs Aus,DHG.AX,AUSTRALIA,S&P/ASX 200,AUS
Domino's Pizza,DMP.AX,AUSTRALIA,S&P/ASX 200,AUS
Downer EDI,DOW.AX,AUSTRALIA,S&P/ASX 200,AUS
DuluxGroup,DLX.AX,AUSTRALIA,S&P/ASX 200,AUS
Eclipx Grp,ECX.AX,AUSTRALIA,S&P/ASX 200,AUS
Estia Health,EHE.AX,AUSTRALIA,S&P/ASX 200,AUS
Evolution Min,EVN.AX,AUSTRALIA,S&P/ASX 200,AUS
Fairfax Media,FXJ.AX,AUSTRALIA,S&P/ASX 200,AUS
Fisher & Paykel Hlth,FPH.AX,AUSTRALIA,S&P/ASX 200,AUS
Fletcher Bld,FBU.AX,AUSTRALIA,S&P/ASX 200,AUS
Flight Centre Travel,FLT.AX,AUSTRALIA,S&P/ASX 200,AUS
Fortescue Metals Grp,FMG.AX,AUSTRALIA,S&P/ASX 200,AUS
G8 Education,GEM.AX,AUSTRALIA,S&P/ASX 200,AUS
Galaxy Res,GXY.AX,AUSTRALIA,S&P/ASX 200,AUS
Gateway Lifestyle,GTY.AX,AUSTRALIA,S&P/ASX 200,AUS
Genworth Mortg Ins,GMA.AX,AUSTRALIA,S&P/ASX 200,AUS
Goodman Grp,GMG.AX,AUSTRALIA,S&P/ASX 200,AUS
GPT Grp,GPT.AX,AUSTRALIA,S&P/ASX 200,AUS
GrainCorp,GNC.AX,AUSTRALIA,S&P/ASX 200,AUS
Greencross,GXL.AX,AUSTRALIA,S&P/ASX 200,AUS
Growthpoint Prop,GOZ.AX,AUSTRALIA,S&P/ASX 200,AUS
GUD Hldgs,GUD.AX,AUSTRALIA,S&P/ASX 200,AUS
GWA Grp,GWA.AX,AUSTRALIA,S&P/ASX 200,AUS
Harvey Norman,HVN.AX,AUSTRALIA,S&P/ASX 200,AUS
Healthscope,HSO.AX,AUSTRALIA,S&P/ASX 200,AUS
Iluka Res,ILU.AX,AUSTRALIA,S&P/ASX 200,AUS
Incitec Pivot,IPL.AX,AUSTRALIA,S&P/ASX 200,AUS
Independence Grp,IGO.AX,AUSTRALIA,S&P/ASX 200,AUS
Infigen Energy,IFN.AX,AUSTRALIA,S&P/ASX 200,AUS
Insurance Aust Grp,IAG.AX,AUSTRALIA,S&P/ASX 200,AUS
Investa Office Fd,IOF.AX,AUSTRALIA,S&P/ASX 200,AUS
InvoCare,IVC.AX,AUSTRALIA,S&P/ASX 200,AUS
IOOF Hldgs,IFL.AX,AUSTRALIA,S&P/ASX 200,AUS
IPH,IPH.AX,AUSTRALIA,S&P/ASX 200,AUS
IRESS,IRE.AX,AUSTRALIA,S&P/ASX 200,AUS
Iron Mountain Inc,INM.AX,AUSTRALIA,S&P/ASX 200,AUS
James Hardie Ind,JHX.AX,AUSTRALIA,S&P/ASX 200,AUS
Janus Henderson,JHG.AX,AUSTRALIA,S&P/ASX 200,AUS
JB Hi-Fi,JBH.AX,AUSTRALIA,S&P/ASX 200,AUS
Lendlease Grp,LLC.AX,AUSTRALIA,S&P/ASX 200,AUS
Link Admin Hldg,LNK.AX,AUSTRALIA,S&P/ASX 200,AUS
Lynas,LYC.AX,AUSTRALIA,S&P/ASX 200,AUS
Macq Atlas Roads Grp,MQA.AX,AUSTRALIA,S&P/ASX 200,AUS
Macq Grp,MQG.AX,AUSTRALIA,S&P/ASX 200,AUS
Magellan Fin Grp,MFG.AX,AUSTRALIA,S&P/ASX 200,AUS
Mantra Grp,MTR.AX,AUSTRALIA,S&P/ASX 200,AUS
Mayne Pharma,MYX.AX,AUSTRALIA,S&P/ASX 200,AUS
McMillan Shakespr,MMS.AX,AUSTRALIA,S&P/ASX 200,AUS
Medibank Private,MPL.AX,AUSTRALIA,S&P/ASX 200,AUS
Metcash,MTS.AX,AUSTRALIA,S&P/ASX 200,AUS
Mineral Resources,MIN.AX,AUSTRALIA,S&P/ASX 200,AUS
Mirvac Grp,MGR.AX,AUSTRALIA,S&P/ASX 200,AUS
Monadelphous Grp,MND.AX,AUSTRALIA,S&P/ASX 200,AUS
MYOB Grp,MYO.AX,AUSTRALIA,S&P/ASX 200,AUS
Nanosonics,NAN.AX,AUSTRALIA,S&P/ASX 200,AUS
National Aust Bank,NAB.AX,AUSTRALIA,S&P/ASX 200,AUS
Natl Storage REIT,NSR.AX,AUSTRALIA,S&P/ASX 200,AUS
Navitas,NVT.AX,AUSTRALIA,S&P/ASX 200,AUS
Newcrest Min,NCM.AX,AUSTRALIA,S&P/ASX 200,AUS
News Corp,NWS.AX,AUSTRALIA,S&P/ASX 200,AUS
NEXTDC,NXT.AX,AUSTRALIA,S&P/ASX 200,AUS
NIB Hldgs,NHF.AX,AUSTRALIA,S&P/ASX 200,AUS
Nine Entertainment,NEC.AX,AUSTRALIA,S&P/ASX 200,AUS
Northern Star,NST.AX,AUSTRALIA,S&P/ASX 200,AUS
Nufarm,NUF.AX,AUSTRALIA,S&P/ASX 200,AUS
Oil Search,OSH.AX,AUSTRALIA,S&P/ASX 200,AUS
oOh! Media,OML.AX,AUSTRALIA,S&P/ASX 200,AUS
Orica,ORI.AX,AUSTRALIA,S&P/ASX 200,AUS
Origin Energy,ORG.AX,AUSTRALIA,S&P/ASX 200,AUS
Orocobre,ORE.AX,AUSTRALIA,S&P/ASX 200,AUS
Orora,ORA.AX,AUSTRALIA,S&P/ASX 200,AUS
OZ Min,OZL.AX,AUSTRALIA,S&P/ASX 200,AUS
Pact Grp Hldgs,PGH.AX,AUSTRALIA,S&P/ASX 200,AUS
Perpetual,PPT.AX,AUSTRALIA,S&P/ASX 200,AUS
Pilbara Min,PLS.AX,AUSTRALIA,S&P/ASX 200,AUS
Platinum Asset,PTM.AX,AUSTRALIA,S&P/ASX 200,AUS
Premier Invest,PMV.AX,AUSTRALIA,S&P/ASX 200,AUS
Primary Health Care,PRY.AX,AUSTRALIA,S&P/ASX 200,AUS
Qantas Airways,QAN.AX,AUSTRALIA,S&P/ASX 200,AUS
QBE Insurance Grp,QBE.AX,AUSTRALIA,S&P/ASX 200,AUS
Qube Hldgs,QUB.AX,AUSTRALIA,S&P/ASX 200,AUS
Ramsay Health Care,RHC.AX,AUSTRALIA,S&P/ASX 200,AUS
REA Grp,REA.AX,AUSTRALIA,S&P/ASX 200,AUS
Regis Res,RRL.AX,AUSTRALIA,S&P/ASX 200,AUS
Reliance Worldwide,RWC.AX,AUSTRALIA,S&P/ASX 200,AUS
ResMed Inc,RMD.AX,AUSTRALIA,S&P/ASX 200,AUS
Resolute Min,RSG.AX,AUSTRALIA,S&P/ASX 200,AUS
Retail Food Grp,RFG.AX,AUSTRALIA,S&P/ASX 200,AUS
Rio Tinto,RIO.AX,AUSTRALIA,S&P/ASX 200,AUS
Sandfire Res,SFR.AX,AUSTRALIA,S&P/ASX 200,AUS
Santos,STO.AX,AUSTRALIA,S&P/ASX 200,AUS
Saracen Min,SAR.AX,AUSTRALIA,S&P/ASX 200,AUS
SCA Prop Grp,SCP.AX,AUSTRALIA,S&P/ASX 200,AUS
Scentre Grp,SCG.AX,AUSTRALIA,S&P/ASX 200,AUS
Seek,SEK.AX,AUSTRALIA,S&P/ASX 200,AUS
Seven Grp,SVW.AX,AUSTRALIA,S&P/ASX 200,AUS
Seven West Media,SWM.AX,AUSTRALIA,S&P/ASX 200,AUS
Sigma Health,SIG.AX,AUSTRALIA,S&P/ASX 200,AUS
Sims Metal Mgmt,SGM.AX,AUSTRALIA,S&P/ASX 200,AUS
Sirtex Medical,SRX.AX,AUSTRALIA,S&P/ASX 200,AUS
SkyCity Entertain,SKC.AX,AUSTRALIA,S&P/ASX 200,AUS
Smartgrp,SIQ.AX,AUSTRALIA,S&P/ASX 200,AUS
Sonic Healthcare,SHL.AX,AUSTRALIA,S&P/ASX 200,AUS
WH Soul Pattinson,SOL.AX,AUSTRALIA,S&P/ASX 200,AUS
South32,S32.AX,AUSTRALIA,S&P/ASX 200,AUS
Spark Infrastructure,SKI.AX,AUSTRALIA,S&P/ASX 200,AUS
Spark New Zealand,SPK.AX,AUSTRALIA,S&P/ASX 200,AUS
SpeedCast Intl,SDA.AX,AUSTRALIA,S&P/ASX 200,AUS
St Barbara,SBM.AX,AUSTRALIA,S&P/ASX 200,AUS
Steadfast Grp,SDF.AX,AUSTRALIA,S&P/ASX 200,AUS
Sthn Cross Media,SXL.AX,AUSTRALIA,S&P/ASX 200,AUS
Stockland,SGP.AX,AUSTRALIA,S&P/ASX 200,AUS
Suncorp Grp,SUN.AX,AUSTRALIA,S&P/ASX 200,AUS
Super Retail Grp,SUL.AX,AUSTRALIA,S&P/ASX 200,AUS
Sydney Airport,SYD.AX,AUSTRALIA,S&P/ASX 200,AUS
Syrah Res,SYR.AX,AUSTRALIA,S&P/ASX 200,AUS
Tabcorp Hldgs,TAH.AX,AUSTRALIA,S&P/ASX 200,AUS
Tassal Grp,TGR.AX,AUSTRALIA,S&P/ASX 200,AUS
Technology One,TNE.AX,AUSTRALIA,S&P/ASX 200,AUS
Telstra Corp,TLS.AX,AUSTRALIA,S&P/ASX 200,AUS
The A2 Milk Company,A2M.AX,AUSTRALIA,S&P/ASX 200,AUS
The Star Entertain,SGR.AX,AUSTRALIA,S&P/ASX 200,AUS
TPG Telecom,TPM.AX,AUSTRALIA,S&P/ASX 200,AUS
Trade Me Grp,TME.AX,AUSTRALIA,S&P/ASX 200,AUS
Transurban Grp,TCL.AX,AUSTRALIA,S&P/ASX 200,AUS
Treasury Wine,TWE.AX,AUSTRALIA,S&P/ASX 200,AUS
Vicinity Centres,VCX.AX,AUSTRALIA,S&P/ASX 200,AUS
Viva Energy Reit,VVR.AX,AUSTRALIA,S&P/ASX 200,AUS
Vocus Grp,VOC.AX,AUSTRALIA,S&P/ASX 200,AUS
Webjet,WEB.AX,AUSTRALIA,S&P/ASX 200,AUS
Wesfarmers,WES.AX,AUSTRALIA,S&P/ASX 200,AUS
Western Areas,WSA.AX,AUSTRALIA,S&P/ASX 200,AUS
Westfield,WFD.AX,AUSTRALIA,S&P/ASX 200,AUS
Westpac Banking,WBC.AX,AUSTRALIA,S&P/ASX 200,AUS
Whitehaven Coal,WHC.AX,AUSTRALIA,S&P/ASX 200,AUS
Wisetech Global,WTC.AX,AUSTRALIA,S&P/ASX 200,AUS
Woodside Pet,WPL.AX,AUSTRALIA,S&P/ASX 200,AUS
Woolworths Grp,WOW.AX,AUSTRALIA,S&P/ASX 200,AUS
WorleyParsons,WOR.AX,AUSTRALIA,S&P/ASX 200,AUS
Xero,XRO.AX,AUSTRALIA,S&P/ASX 200,AUS
Cheung Kong (Holdings) Limited,0001.HK,HONG KONG,Hang Seng,HKG
CLP Holdings Ltd.,0002.HK,HONG KONG,Hang Seng,HKG
The Hong Kong and China Gas Company Limited,0003.HK,HONG KONG,Hang Seng,HKG
The Wharf (Holdings) Limited,0004.HK,HONG KONG,Hang Seng,HKG
HSBC Holdings plc,0005.HK,HONG KONG,Hang Seng,HKG
Power Assets Holdings Limited,0006.HK,HONG KONG,Hang Seng,HKG
Hang Seng Bank Limited,0011.HK,HONG KONG,Hang Seng,HKG
Henderson Land Development Co. Ltd.,0012.HK,HONG KONG,Hang Seng,HKG
Hutchison Whampoa Limited,0013.HK,HONG KONG,Hang Seng,HKG
Sun Hung Kai Properties Limited,0016.HK,HONG KONG,Hang Seng,HKG
New World Development Company Limited,0017.HK,HONG KONG,Hang Seng,HKG
Swire Pacific Limited,0019.HK,HONG KONG,Hang Seng,HKG
"The Bank of East Asia, Limited",0023.HK,HONG KONG,Hang Seng,HKG
Galaxy Entertainment Group Limited,0027.HK,HONG KONG,Hang Seng,HKG
MTR Corporation Limited,0066.HK,HONG KONG,Hang Seng,HKG
Sino Land Company Limited,0083.HK,HONG KONG,Hang Seng,HKG
HANG LUNG PPT,0101.HK,HONG KONG,Hang Seng,HKG
Kunlun Energy Company Limited,0135.HK,HONG KONG,Hang Seng,HKG
China Merchants Holdings (International) Company Limited,0144.HK,HONG KONG,Hang Seng,HKG
Want Want China Holdings Ltd.,0151.HK,HONG KONG,Hang Seng,HKG
CITIC Limited,0267.HK,HONG KONG,Hang Seng,HKG
China Resources Enterprise Ltd.,0291.HK,HONG KONG,Hang Seng,HKG
Cathay Pacific Airways Limited,0293.HK,HONG KONG,Hang Seng,HKG
Tingyi Cayman Islands Holding Corp.,0322.HK,HONG KONG,Hang Seng,HKG
China Petroleum & Chemical Corp.,0386.HK,HONG KONG,Hang Seng,HKG
Hong Kong Exchanges & Clearing Limited,0388.HK,HONG KONG,Hang Seng,HKG
Li & Fung Limited,0494.HK,HONG KONG,Hang Seng,HKG
China Overseas Land & Investment Ltd.,0688.HK,HONG KONG,Hang Seng,HKG
Tencent Holdings Ltd.,0700.HK,HONG KONG,Hang Seng,HKG
China Unicom (Hong Kong) Limited,0762.HK,HONG KONG,Hang Seng,HKG
Link Real Estate Investment Trust,0823.HK,HONG KONG,Hang Seng,HKG
China Resources Power Holdings Co. Ltd.,0836.HK,HONG KONG,Hang Seng,HKG
PetroChina Co. Ltd.,0857.HK,HONG KONG,Hang Seng,HKG
CNOOC Ltd.,0883.HK,HONG KONG,Hang Seng,HKG
China Construction Bank Corporation,0939.HK,HONG KONG,Hang Seng,HKG
China Mobile Limited,0941.HK,HONG KONG,Hang Seng,HKG
Lenovo Group Limited,0992.HK,HONG KONG,Hang Seng,HKG
Hengan International Group Company Limited,1044.HK,HONG KONG,Hang Seng,HKG
China Shenhua Energy Co. Ltd.,1088.HK,HONG KONG,Hang Seng,HKG
China Resources Land Limited,1109.HK,HONG KONG,Hang Seng,HKG
360 Security Technology Inc.,601360.SS,CHINA,Shanghai Composite,CHN
"AA Industrial Belting (Shanghai) Co., Ltd.",603580.SS,CHINA,Shanghai Composite,CHN
"ADD Industry(Zhejiang) CO., LTD",603089.SS,CHINA,Shanghai Composite,CHN
"Aecc Aero Science and Technology Co.,Ltd.",600391.SS,CHINA,Shanghai Composite,CHN
Aeolus Tyre Co Ltd,600469.SS,CHINA,Shanghai Composite,CHN
Aerospace Communications Holdings Co Ltd,600677.SS,CHINA,Shanghai Composite,CHN
Aerosun Corp,600501.SS,CHINA,Shanghai Composite,CHN
Agricultural Bank of China Co Ltd,601288.SS,CHINA,Shanghai Composite,CHN
Air China Ltd,601111.SS,CHINA,Shanghai Composite,CHN
"Aisino Co.,Ltd",600271.SS,CHINA,Shanghai Composite,CHN
Aluminum Corporation of China Limited,601600.SS,CHINA,Shanghai Composite,CHN
Angel Yeast Co Ltd,600298.SS,CHINA,Shanghai Composite,CHN
"Anhui Andeli Department Store Co., Ltd.",603031.SS,CHINA,Shanghai Composite,CHN
Anhui Conch Cement Co Ltd,600585.SS,CHINA,Shanghai Composite,CHN
Anhui Construction Engineering Group Corporation Limited,600502.SS,CHINA,Shanghai Composite,CHN
Anhui Expressway Co Ltd,600012.SS,CHINA,Shanghai Composite,CHN
"Anhui Genuine New Material Co., Ltd",603429.SS,CHINA,Shanghai Composite,CHN
Anhui Golden Seed Winery Co Ltd,600199.SS,CHINA,Shanghai Composite,CHN
"Anhui Gourgen Traffic Construction Co.,Ltd.",603815.SS,CHINA,Shanghai Composite,CHN
"Anhui GreatWall Military Industry Co.,Ltd.",601606.SS,CHINA,Shanghai Composite,CHN
"Anhui Guangxin Agrochemical Co.,Ltd.",603599.SS,CHINA,Shanghai Composite,CHN
Anhui Heli Co Ltd,600761.SS,CHINA,Shanghai Composite,CHN
Anhui Hengyuan Coal Industry and Electricity Power Co Ltd,600971.SS,CHINA,Shanghai Composite,CHN
Anhui Jianghuai Automobile Co Ltd,600418.SS,CHINA,Shanghai Composite,CHN
"Anhui Jiuhuashan Tourism Development Co., Ltd.",603199.SS,CHINA,Shanghai Composite,CHN
"Anhui Kouzi Distillery Co., Ltd.",603589.SS,CHINA,Shanghai Composite,CHN
Anhui Liuguo Chemical Co Ltd,600470.SS,CHINA,Shanghai Composite,CHN
"Anhui Province Natural Gas Development Co.,Ltd.",603689.SS,CHINA,Shanghai Composite,CHN
Anhui Quanchai Engine Co Ltd,600218.SS,CHINA,Shanghai Composite,CHN
Anhui Shan Ying Paper Industry Co Ltd,600567.SS,CHINA,Shanghai Composite,CHN
Anhui Sun-Create Electronics Co Ltd,600990.SS,CHINA,Shanghai Composite,CHN
Anhui Tongfeng Electronics Co Ltd,600237.SS,CHINA,Shanghai Composite,CHN
"Anhui Transport Consulting & Design Institute Co.,Ltd.",603357.SS,CHINA,Shanghai Composite,CHN
Anhui Wanwei Updated High-Tech Material Industry Co Ltd,600063.SS,CHINA,Shanghai Composite,CHN
Anhui Xinhua Media Co Ltd,601801.SS,CHINA,Shanghai Composite,CHN
"Anhui Xinli Finance Co.,Ltd.",600318.SS,CHINA,Shanghai Composite,CHN
"ANHUI YINGJIA DISTILLERY CO., LTD.",603198.SS,CHINA,Shanghai Composite,CHN
"ANHUI YINGLIU ELECTROMECHANICAL CO., LTD",603308.SS,CHINA,Shanghai Composite,CHN
"Anhui Zhongyuan New Materials Co.,Ltd.",603527.SS,CHINA,Shanghai Composite,CHN
"Anji Foodstuff Co., Ltd.",603696.SS,CHINA,Shanghai Composite,CHN
"Antong Holdings Co., Ltd.",600179.SS,CHINA,Shanghai Composite,CHN
"Anxin Trust Co., Ltd",600816.SS,CHINA,Shanghai Composite,CHN
Anyang Iron & Steel Inc,600569.SS,CHINA,Shanghai Composite,CHN
"ANYUAN COAL INDUSTRY GROUP CO., LTD.",600397.SS,CHINA,Shanghai Composite,CHN
"Anzheng Fashion Group Co.,Ltd.",603839.SS,CHINA,Shanghai Composite,CHN
"Apple Flavor & Fragrance Group Co., Ltd.",603020.SS,CHINA,Shanghai Composite,CHN
"ARGUS (SHANGHAI) TEXTILE CHEMICALS CO.,LTD.",603790.SS,CHINA,Shanghai Composite,CHN
"ARTS Group Co., Ltd",603017.SS,CHINA,Shanghai Composite,CHN
"ASIA CUANON TECHNOLOGY (SHANGHAI) CO., LTD.",603378.SS,CHINA,Shanghai Composite,CHN
"Asian Staranchor Chain Co.,Ltd.Jiangsu",601890.SS,CHINA,Shanghai Composite,CHN
"Atlantic China Welding Consumables,Inc",600558.SS,CHINA,Shanghai Composite,CHN
Aucma Co Ltd,600336.SS,CHINA,Shanghai Composite,CHN
"Aurora Optoelectronics Co., Ltd.",600666.SS,CHINA,Shanghai Composite,CHN
"Autobio Diagnostics Co., Ltd.",603658.SS,CHINA,Shanghai Composite,CHN
AVIC AVIATION ENGINE CORPORATION PLC.,600893.SS,CHINA,Shanghai Composite,CHN
"Avic Aviation High-Technology Co., Ltd.",600862.SS,CHINA,Shanghai Composite,CHN
"AVIC CAPITAL CO.,LTD.",600705.SS,CHINA,Shanghai Composite,CHN
Avic Heavy Machinery Co Ltd,600765.SS,CHINA,Shanghai Composite,CHN
"AVIC Helicopter Co.,Ltd.",600038.SS,CHINA,Shanghai Composite,CHN
AVIC SHENYANG AIRCRAFT COMPANY LIMITED,600760.SS,CHINA,Shanghai Composite,CHN
"A-Zenith Furniture Co., Ltd.",603389.SS,CHINA,Shanghai Composite,CHN
"Bafang Electric (Suzhou) Co.,Ltd.",603489.SS,CHINA,Shanghai Composite,CHN
"BAIC BluePark New Energy Technology Co.,Ltd",600733.SS,CHINA,Shanghai Composite,CHN
"Baida Group Co.,Ltd.",600865.SS,CHINA,Shanghai Composite,CHN
"Baiyin Nonferrous Group Co., Ltd.",601212.SS,CHINA,Shanghai Composite,CHN
"BanBao Co., Ltd.",603398.SS,CHINA,Shanghai Composite,CHN
Bank of Beijing Co Ltd,601169.SS,CHINA,Shanghai Composite,CHN
"BANK OF CHANGSHA CO., LTD.",601577.SS,CHINA,Shanghai Composite,CHN
"BANK OF CHENGDU CO., LTD.",601838.SS,CHINA,Shanghai Composite,CHN
Bank of China Ltd,601988.SS,CHINA,Shanghai Composite,CHN
Bank of Communications Co LTD,601328.SS,CHINA,Shanghai Composite,CHN
"Bank of Guiyang Co.,Ltd.",601997.SS,CHINA,Shanghai Composite,CHN
"BANK OF HANGZHOU CO., LTD",600926.SS,CHINA,Shanghai Composite,CHN
"Bank of Jiangsu Co., Ltd",600919.SS,CHINA,Shanghai Composite,CHN
Bank of Nanjing Co Ltd,601009.SS,CHINA,Shanghai Composite,CHN
"Bank of Shanghai Co., Ltd.",601229.SS,CHINA,Shanghai Composite,CHN
"BANK OF XI'AN CO., LTD.",600928.SS,CHINA,Shanghai Composite,CHN
Baoding Tianwei Baobian Electric Co Ltd,600550.SS,CHINA,Shanghai Composite,CHN
Baoji Titanium Industry Co Ltd,600456.SS,CHINA,Shanghai Composite,CHN
Baoshan Iron &Steel Co Ltd,600019.SS,CHINA,Shanghai Composite,CHN
Baosheng Science and Technology Innovation Co Ltd,600973.SS,CHINA,Shanghai Composite,CHN
"Baotailong New Materials Co.,Ltd",601011.SS,CHINA,Shanghai Composite,CHN
Baotou Huazi Industry Co Ltd,600191.SS,CHINA,Shanghai Composite,CHN
Baotou Tomorrow Technology Co Ltd,600091.SS,CHINA,Shanghai Composite,CHN
BBMG Corporation,601992.SS,CHINA,Shanghai Composite,CHN
Befar Group Co Ltd,601678.SS,CHINA,Shanghai Composite,CHN
Beihai Gofar Marine Biological Industry Co Ltd,600538.SS,CHINA,Shanghai Composite,CHN
"Beih-Property Co.,Ltd",600791.SS,CHINA,Shanghai Composite,CHN
Beijing Aerospace Changfeng Co Ltd,600855.SS,CHINA,Shanghai Composite,CHN
Beijing Airport High-Tech Park Co Ltd,600463.SS,CHINA,Shanghai Composite,CHN
Beijing Aritime Intelligent Control Co Ltd,600560.SS,CHINA,Shanghai Composite,CHN
"Beijing Bashi Media Co.,Ltd.",600386.SS,CHINA,Shanghai Composite,CHN
Beijing Capital Co Ltd,600008.SS,CHINA,Shanghai Composite,CHN
"Beijing Capital Development Co.,Ltd.",600376.SS,CHINA,Shanghai Composite,CHN
"Beijing Capital Retailing Group Co., Ltd.",600723.SS,CHINA,Shanghai Composite,CHN
Beijing Changjiu Logistics Corp.,603569.SS,CHINA,Shanghai Composite,CHN
"Beijing Cuiwei Tower Co., Ltd.",603123.SS,CHINA,Shanghai Composite,CHN
Beijing Dahao Technology Corporation Limited,603025.SS,CHINA,Shanghai Composite,CHN
Beijing Dalong Weiye Real Estate Development Co Ltd,600159.SS,CHINA,Shanghai Composite,CHN
Beijing Dynamic Power Co Ltd,600405.SS,CHINA,Shanghai Composite,CHN
Beijing Electronic Zone Investment and Development Co Ltd,600658.SS,CHINA,Shanghai Composite,CHN
Beijing Gehua CATV Network Co Ltd,600037.SS,CHINA,Shanghai Composite,CHN
"Beijing GeoEnviron Engineering & Technology, Inc..",603588.SS,CHINA,Shanghai Composite,CHN
"BEIJING HANJIAN HESHAN PIPELINE CO.,LTD.",603616.SS,CHINA,Shanghai Composite,CHN
Beijing Haohua Energy Resource Co Ltd,601101.SS,CHINA,Shanghai Composite,CHN
Beijing Jingcheng Machinery Electric Company Limited,600860.SS,CHINA,Shanghai Composite,CHN
"BEIJING JINGNENG POWER CO., LTD.",600578.SS,CHINA,Shanghai Composite,CHN
Beijing Jingyuntong Technology Co Ltd,601908.SS,CHINA,Shanghai Composite,CHN
"Beijing Konruns Pharmaceutical Co.,Ltd.",603590.SS,CHINA,Shanghai Composite,CHN
Beijing North Star Co Ltd,601588.SS,CHINA,Shanghai Composite,CHN
"Beijing Qianjing Landscape Co., Ltd.",603778.SS,CHINA,Shanghai Composite,CHN
Beijing Sanyuan Foods Co Ltd,600429.SS,CHINA,Shanghai Composite,CHN
Beijing Sifang Automation Co Ltd,601126.SS,CHINA,Shanghai Composite,CHN
Beijing Teamsun Technology Co Ltd,600410.SS,CHINA,Shanghai Composite,CHN
Beijing Tiantan Biological Products Co Ltd,600161.SS,CHINA,Shanghai Composite,CHN
Beijing Tongrentang Co Ltd,600085.SS,CHINA,Shanghai Composite,CHN
"Beijing Tricolor Technology Co., Ltd.",603516.SS,CHINA,Shanghai Composite,CHN
"Beijing United Information Technology Co., Ltd.",603613.SS,CHINA,Shanghai Composite,CHN
Beijing Urban Construction Investment & Development Co Ltd,600266.SS,CHINA,Shanghai Composite,CHN
"BEIJING URBAN-RURAL COMMERCIAL (GROUP) CO., LTD.",600861.SS,CHINA,Shanghai Composite,CHN
"Beijing Vantone Real Estate Co.,Ltd",600246.SS,CHINA,Shanghai Composite,CHN
"Beijing Vastdata Technology Co., Ltd.",603138.SS,CHINA,Shanghai Composite,CHN
"Beijing Wandong Medical Technology Co., Ltd.",600055.SS,CHINA,Shanghai Composite,CHN
"Beijing Xinwei Telecom Technology Group Co., Ltd.",600485.SS,CHINA,Shanghai Composite,CHN
"Beijing Yuanliu Hongyuan Electronic Technology Co., Ltd.",603267.SS,CHINA,Shanghai Composite,CHN
Beijinghualian Hypermarket Co Ltd,600361.SS,CHINA,Shanghai Composite,CHN
Beiqi Foton Motor Co Ltd,600166.SS,CHINA,Shanghai Composite,CHN
Beken Corporation,603068.SS,CHINA,Shanghai Composite,CHN
"Bestsun Energy Co., Ltd.",600681.SS,CHINA,Shanghai Composite,CHN
"Besttone Holding Co.,Ltd",600640.SS,CHINA,Shanghai Composite,CHN
"Bethel Automotive Safety Systems Co., Ltd",603596.SS,CHINA,Shanghai Composite,CHN
"BGRIMM Technology Co., Ltd.",600980.SS,CHINA,Shanghai Composite,CHN
Black Peony (Group) Co Ltd,600510.SS,CHINA,Shanghai Composite,CHN
Bluestar Adisseo Company,600299.SS,CHINA,Shanghai Composite,CHN
"Bohai Automotive Systems CO., LTD.",600960.SS,CHINA,Shanghai Composite,CHN
"Bohai Ferry Co., Ltd.",603167.SS,CHINA,Shanghai Composite,CHN
BOMESC Offshore Engineering Company Limited,603727.SS,CHINA,Shanghai Composite,CHN
"Bomin Electronics Co., Ltd.",603936.SS,CHINA,Shanghai Composite,CHN
Bright Dairy & Food Co Ltd,600597.SS,CHINA,Shanghai Composite,CHN
Bright Oceans Inter-Telecom Corp,600289.SS,CHINA,Shanghai Composite,CHN
"BRIGHT REAL ESTATE GROUP CO.,LIMITED",600708.SS,CHINA,Shanghai Composite,CHN
"Bros Eastern Co., Ltd.",601339.SS,CHINA,Shanghai Composite,CHN
"BTG Hotels (Group) Co., Ltd.",600258.SS,CHINA,Shanghai Composite,CHN
"But'one Information Corporation, Xi'an",600455.SS,CHINA,Shanghai Composite,CHN
"CAITONG SECURITIES CO.,LTD.",601108.SS,CHINA,Shanghai Composite,CHN
Camel Group Co Ltd,601311.SS,CHINA,Shanghai Composite,CHN
"Cangzhou Dahua Co.,Ltd",600230.SS,CHINA,Shanghai Composite,CHN
"Cashway Technology Co., Ltd.",603106.SS,CHINA,Shanghai Composite,CHN
"CCS Supply Chain Management Co., Ltd.",600180.SS,CHINA,Shanghai Composite,CHN
CECEP Wind-Power Corporation,601016.SS,CHINA,Shanghai Composite,CHN
"CENTER INTERNATIONAL GROUP CO.,LTD.",603098.SS,CHINA,Shanghai Composite,CHN
"CENTRAL CHINA SECURITIES CO., LTD.",601375.SS,CHINA,Shanghai Composite,CHN
"Cetc Energy Joint-Stock Co.,Ltd.",600877.SS,CHINA,Shanghai Composite,CHN
"Chahua Modern Housewares Co.,Ltd.",603615.SS,CHINA,Shanghai Composite,CHN
